section_idx,aspect_ratio,area_polygon,area_ellipse,major_axis_length,minor_axis_length
5,0.7358491771661015,129.04754025271262,132.49415973669707,5.570803446018759,7.570577801653605
7,0.7214021628134369,130.00746227015384,132.328003989351,5.51238655185793,7.641211568260155
9,0.7685454813926332,135.354881179291,137.36613705129923,5.796951850018084,7.542757052599919
11,0.8836119650461748,143.24574921558164,144.91405325352008,6.384267999802182,7.225194148959448
13,1.1257217853113126,149.47954274771877,150.23183181301528,7.337051718504431,6.517642115698602
15,1.2327627664085272,158.1143457051013,158.83475106973742,7.894735447592563,6.404099525647349
17,1.345283687601313,159.76374407094173,161.49284351486116,8.315888209600887,6.181512707129008
19,1.4320376788849651,156.71980086864824,158.55348946483642,8.50139486571541,5.936572054678683
21,1.450131366680047,152.70709791454908,153.40945898720383,8.415013288026032,5.80293170769176
23,1.4738833795338604,146.74870483683924,147.59773985508753,8.321401522912689,5.645902273180167
25,1.466751257989018,146.25529499070575,148.14041334427088,8.316490090716327,5.670007129987813
27,1.4086454921078289,143.37298327342623,144.55853282055085,8.050962141273809,5.715392684944981
29,1.424181065445548,135.89623357907857,136.7639995789349,7.873966520994137,5.528767873718926
31,1.4031418241558997,130.75369096986503,131.07957684891664,7.651443295153622,5.453079056891892
33,1.315052944429485,125.24661765288724,125.87869700031435,7.258933236761758,5.519879079781789
35,1.1414774806204784,120.69288255891662,120.74023554762691,6.623457394500893,5.802530060339473
37,0.8000726842512507,121.72419585965568,122.85933169995084,5.593631593137026,6.9914042851892075
39,0.7244146017548151,114.11869619910368,116.55965776822435,5.184331853211773,7.156581107908781
41,0.6533247458023903,100.77864957747236,104.53849125047235,4.6625954083826695,7.1367194314004365
44,0.5745050460269644,76.21757212932663,80.57240164436983,3.838531791932269,6.68145879392695
